   0.29430,   0.03789,   0.15005,   0.00292,   0.00006,   0.13307,   0.00013,   0.03843,   0.00264,   0.06473,   0.00404,   0.00013,   0.23313,   0.01542,   0.03974,   0.56991,   0.01643,   0.04011,   0.00003,   0.03803,   0.42211,   0.10903,   0.09300,   0.07972,   0.05577,   0.34499,   0.11991
   0.09870,   0.03824,   0.11182,   0.00029,   0.00012,   0.14305,   0.00035,   0.06575,   0.00009,   0.08931,   0.00226,   0.00038,   0.01872,   0.02169,   0.03925,   0.33551,   0.02312,   0.03968,   0.00010,   0.04670,   0.18603,   0.11938,   0.09230,   0.09481,   0.00018,   0.14910,   0.15183
   0.19437,   0.88938,   0.22453,   0.00461,   0.10203,   0.46718,   0.00581,   0.09966,   0.01511,   0.11160,   0.00490,   0.02793,   0.21921,   0.27743,   0.89130,   0.51427,   0.27293,   0.88771,   0.00367,   0.56618,   0.28000,   0.45969,   0.87349,   0.42441,   0.04537,   0.28932,   0.11224
   0.31721,   0.05217,   0.15706,   0.00536,   0.00114,   0.18403,   0.00221,   0.10258,   0.00377,   0.13328,   0.01227,   0.00245,   0.26594,   0.04080,   0.05404,   0.52945,   0.04213,   0.05458,   0.00103,   0.07185,   0.42139,   0.17546,   0.10784,   0.16305,   0.05996,   0.34050,   0.17383
   0.20420,   0.00018,   0.03667,   0.11327,   0.00003,   0.20444,   0.00000,   0.00577,   0.10969,   0.35673,   0.16977,   0.01225,   0.01868,   0.00011,   0.00028,   0.27875,   0.00010,   0.00023,   0.00004,   0.00052,   0.45390,   0.23746,   0.00243,   0.17423,   0.02313,   0.20706,   0.24547
   0.15908,   0.77806,   0.19303,   0.02245,   0.06177,   0.59132,   0.02429,   0.14511,   0.02340,   0.35412,   0.03288,   0.09045,   0.25537,   0.13926,   0.77799,   0.44996,   0.13622,   0.77479,   0.01586,   0.34937,   0.21272,   0.59033,   0.79471,   0.57745,   0.04611,   0.19759,   0.18012
   0.13194,   0.16399,   0.21507,   0.01572,   0.00988,   0.26169,   0.01235,   0.68266,   0.01092,   0.12086,   0.02574,   0.01302,   0.30068,   0.08978,   0.16224,   0.51002,   0.08894,   0.16176,   0.00811,   0.13201,   0.20490,   0.25981,   0.21205,   0.22987,   0.06195,   0.16909,   0.18007
   0.13731,   0.25865,   0.18898,   0.01223,   0.30890,   0.24121,   0.14647,   0.70901,   0.00862,   0.12638,   0.02211,   0.00970,   0.33641,   0.10579,   0.24259,   0.57662,   0.10826,   0.25785,   0.02215,   0.34840,   0.18258,   0.22346,   0.31782,   0.22449,   0.07529,   0.16581,   0.17004
   0.17989,   0.12888,   0.17427,   0.00961,   0.00646,   0.25315,   0.00958,   0.11021,   0.00526,   0.13321,   0.01803,   0.01016,   0.08546,   0.69916,   0.13073,   0.32142,   0.70108,   0.13076,   0.00607,   0.16074,   0.26445,   0.25128,   0.16063,   0.25461,   0.00585,   0.23906,   0.18077
   0.08751,   0.04909,   0.34896,   0.01231,   0.00237,   0.26995,   0.00338,   0.12365,   0.00686,   0.13565,   0.01806,   0.00450,   0.50598,   0.03467,   0.04950,   0.72230,   0.03471,   0.04892,   0.00206,   0.09187,   0.16957,   0.24539,   0.10457,   0.22969,   0.22864,   0.10736,   0.16470
   0.16053,   0.79955,   0.28612,   0.10420,   0.01563,   0.25116,   0.02266,   0.11988,   0.03804,   0.12766,   0.14924,   0.01821,   0.21188,   0.15516,   0.81269,   0.39332,   0.15307,   0.79715,   0.01346,   0.18223,   0.23061,   0.24394,   0.79142,   0.23909,   0.09633,   0.21155,   0.24120
   0.08615,   0.07014,   0.13793,   0.00541,   0.00335,   0.56575,   0.00452,   0.13071,   0.00274,   0.19205,   0.01364,   0.00840,   0.07882,   0.04326,   0.07035,   0.27031,   0.04349,   0.06990,   0.00285,   0.09814,   0.18886,   0.54330,   0.12693,   0.50030,   0.00347,   0.11120,   0.16323
   0.07738,   0.09199,   0.24042,   0.09901,   0.00119,   0.62692,   0.00197,   0.10657,   0.15538,   0.42688,   0.10946,   0.03676,   0.19851,   0.03789,   0.09061,   0.45337,   0.03747,   0.09092,   0.00103,   0.07585,   0.16562,   0.62586,   0.15691,   0.59126,   0.12814,   0.12176,   0.24738
   0.10234,   0.07626,   0.12481,   0.00680,   0.00390,   0.62767,   0.00608,   0.14904,   0.00882,   0.38750,   0.01557,   0.01343,   0.24893,   0.06718,   0.07620,   0.47863,   0.06870,   0.07658,   0.00380,   0.11438,   0.16638,   0.61362,   0.13479,   0.61427,   0.03117,   0.13332,   0.15899
   0.18794,   0.70606,   0.45677,   0.23874,   0.01431,   0.59177,   0.01966,   0.14986,   0.26588,   0.44390,   0.24297,   0.05553,   0.41321,   0.72179,   0.73938,   0.61612,   0.72251,   0.70482,   0.01320,   0.20742,   0.24958,   0.58251,   0.71799,   0.57932,   0.29933,   0.23055,   0.39443
   0.12784,   0.07452,   0.18671,   0.01168,   0.00690,   0.24237,   0.00823,   0.73225,   0.00823,   0.12691,   0.02379,   0.00985,   0.29720,   0.07809,   0.07524,   0.50848,   0.08159,   0.07470,   0.00587,   0.13842,   0.17363,   0.21427,   0.13407,   0.21380,   0.05907,   0.15049,   0.17739
   0.09266,   0.09739,   0.51014,   0.31418,   0.00185,   0.22551,   0.00280,   0.10363,   0.08790,   0.10241,   0.32786,   0.00294,   0.39667,   0.03317,   0.09654,   0.65251,   0.03285,   0.09656,   0.00137,   0.07062,   0.16586,   0.22139,   0.16410,   0.19167,   0.33773,   0.13218,   0.51596
   0.38265,   0.00178,   0.09085,   0.00175,   0.00053,   0.11123,   0.00002,   0.63221,   0.00250,   0.02704,   0.00215,   0.00001,   0.16375,   0.00142,   0.00268,   0.52500,   0.00148,   0.00177,   0.00002,   0.02396,   0.53859,   0.07732,   0.01349,   0.05357,   0.03277,   0.35729,   0.05003
   0.10257,   0.23689,   0.18277,   0.00740,   0.01782,   0.21226,   0.00336,   0.10146,   0.00553,   0.12765,   0.01383,   0.00346,   0.27247,   0.04218,   0.30021,   0.55064,   0.04192,   0.23697,   0.00161,   0.07728,   0.16754,   0.21921,   0.30265,   0.20188,   0.07213,   0.14310,   0.19121
   0.52576,   0.21340,   0.19673,   0.01304,   0.00797,   0.40046,   0.01280,   0.12298,   0.01548,   0.18301,   0.01993,   0.01518,   0.24592,   0.17226,   0.21305,   0.46103,   0.17121,   0.21249,   0.00790,   0.17124,   0.61406,   0.40182,   0.23103,   0.38359,   0.03968,   0.58358,   0.17425
   0.11739,   0.07620,   0.16447,   0.01248,   0.00849,   0.55141,   0.01058,   0.15127,   0.00681,   0.22789,   0.02602,   0.01631,   0.09083,   0.06623,   0.07553,   0.28560,   0.06635,   0.07632,   0.00737,   0.11158,   0.19351,   0.54764,   0.13044,   0.53079,   0.00808,   0.14971,   0.18545
   0.14955,   0.08795,   0.16125,   0.01488,   0.00963,   0.24078,   0.01452,   0.12835,   0.00812,   0.20559,   0.03262,   0.01572,   0.09606,   0.08656,   0.08901,   0.29684,   0.08641,   0.08994,   0.00879,   0.13293,   0.21673,   0.23400,   0.13319,   0.23907,   0.00985,   0.17577,   0.19737
   0.15475,   0.22806,   0.21277,   0.14236,   0.02193,   0.37384,   0.03259,   0.13936,   0.13102,   0.30984,   0.21160,   0.04038,   0.12676,   0.10651,   0.22597,   0.29545,   0.10316,   0.22526,   0.02056,   0.14219,   0.21314,   0.38156,   0.25415,   0.36046,   0.04593,   0.18733,   0.28188
   0.02860,   0.00455,   0.27066,   0.22618,   0.00024,   0.14788,   0.00006,   0.09441,   0.05671,   0.06944,   0.26853,   0.00005,   0.15214,   0.00113,   0.00485,   0.43806,   0.00111,   0.00484,   0.00007,   0.00704,   0.12975,   0.15395,   0.03524,   0.09630,   0.14590,   0.04050,   0.49409
   0.12562,   0.11761,   0.16921,   0.01405,   0.00911,   0.23732,   0.01269,   0.14926,   0.00778,   0.14638,   0.02839,   0.01407,   0.09374,   0.07799,   0.11972,   0.28238,   0.07801,   0.11916,   0.00813,   0.11626,   0.22229,   0.23763,   0.17118,   0.22153,   0.00960,   0.15324,   0.18772
   0.06003,   0.02911,   0.12916,   0.01199,   0.00035,   0.36599,   0.00073,   0.08906,   0.04005,   0.25574,   0.01444,   0.00666,   0.17774,   0.01284,   0.02960,   0.45525,   0.01340,   0.02952,   0.00031,   0.05331,   0.14359,   0.32635,   0.08619,   0.30599,   0.06501,   0.06863,   0.13552
   0.10877,   0.08730,   0.17787,   0.01735,   0.00296,   0.34685,   0.00559,   0.13786,   0.04368,   0.29759,   0.02828,   0.01135,   0.19988,   0.03998,   0.08893,   0.44044,   0.04029,   0.08835,   0.00280,   0.07778,   0.18393,   0.34344,   0.15806,   0.32745,   0.06904,   0.11939,   0.19586
   0.67718,   0.68861,   0.38096,   0.21110,   0.00920,   0.56039,   0.01199,   0.62115,   0.23258,   0.44651,   0.22761,   0.04180,   0.32914,   0.11382,   0.71902,   0.54092,   0.11190,   0.68773,   0.00655,   0.14992,   0.76371,   0.55770,   0.70507,   0.55157,   0.23339,   0.72186,   0.35748
   0.18995,   0.18892,   0.21456,   0.06713,   0.05216,   0.24500,   0.06827,   0.18236,   0.04969,   0.23553,   0.10069,   0.06671,   0.16204,   0.13249,   0.18878,   0.26848,   0.13087,   0.18973,   0.05045,   0.17827,   0.23209,   0.23724,   0.21501,   0.22964,   0.05694,   0.19714,   0.22691
   0.13456,   0.12016,   0.16268,   0.12149,   0.00837,   0.33870,   0.01415,   0.15097,   0.11587,   0.31877,   0.18893,   0.02502,   0.09142,   0.07686,   0.12029,   0.31814,   0.07725,   0.12079,   0.00832,   0.10997,   0.19260,   0.34553,   0.17995,   0.34845,   0.03181,   0.15522,   0.27660
   0.08059,   0.02896,   0.40625,   0.08393,   0.00111,   0.24996,   0.00143,   0.12382,   0.01706,   0.11574,   0.10159,   0.00218,   0.39233,   0.01946,   0.02943,   0.61058,   0.01986,   0.02911,   0.00080,   0.06345,   0.19493,   0.22537,   0.07550,   0.18515,   0.22003,   0.09469,   0.25742
   0.28901,   0.09143,   0.12777,   0.00390,   0.00255,   0.22137,   0.00382,   0.61740,   0.00179,   0.11964,   0.01019,   0.00402,   0.05903,   0.07244,   0.09427,   0.31056,   0.07410,   0.09422,   0.00197,   0.09364,   0.41067,   0.22399,   0.14134,   0.21229,   0.00238,   0.33620,   0.16549
   0.09597,   0.11119,   0.14365,   0.00459,   0.00275,   0.25593,   0.00413,   0.12953,   0.00215,   0.10194,   0.01040,   0.00465,   0.05153,   0.04884,   0.10941,   0.29846,   0.04811,   0.10956,   0.00237,   0.09155,   0.17483,   0.25834,   0.17605,   0.22381,   0.00268,   0.13547,   0.16931
   0.11978,   0.29515,   0.17499,   0.01348,   0.01395,   0.46897,   0.01375,   0.12038,   0.01574,   0.31062,   0.02692,   0.03350,   0.26003,   0.06929,   0.36853,   0.48693,   0.06659,   0.29302,   0.00745,   0.09363,   0.19732,   0.49343,   0.35186,   0.47622,   0.04735,   0.15139,   0.20618
   0.52731,   0.04675,   0.26392,   0.12255,   0.00568,   0.61292,   0.00865,   0.09537,   0.16814,   0.56648,   0.15174,   0.04594,   0.24361,   0.08600,   0.04782,   0.45647,   0.08630,   0.04927,   0.00496,   0.10629,   0.62223,   0.61711,   0.08499,   0.61341,   0.13269,   0.56881,   0.30689
   0.10701,   0.09938,   0.14794,   0.00489,   0.00219,   0.36540,   0.00388,   0.10330,   0.01191,   0.20022,   0.01130,   0.00741,   0.24332,   0.05987,   0.10084,   0.49357,   0.06111,   0.10107,   0.00198,   0.09088,   0.21469,   0.36368,   0.15672,   0.34463,   0.04536,   0.14300,   0.16198
   0.16158,   0.09417,   0.17723,   0.01353,   0.00909,   0.25903,   0.01265,   0.13331,   0.00792,   0.15773,   0.02916,   0.01532,   0.10484,   0.10385,   0.09485,   0.29357,   0.10594,   0.09512,   0.00837,   0.15151,   0.23500,   0.23802,   0.13627,   0.22481,   0.00929,   0.19484,   0.18389
