0	0	1
0	0	1
0	0	1
0	0	1
1	1	1
2	2	1
0	0	1
3	3	1
4	4	1
5	5	1
6	6	1
7	7	1
8	8	1
4	4	1
9	9	1
5	5	1
0	0	1
10	10	1
11	11	1
12	12	1
9	9	1
10	10	1
13	13	1
3	3	1
14	14	1
8	8	1
15	15	1
16	16	1
15	15	1
10	10	1
0	0	1
17	12	1
3	3	1
9	9	1
18	17	1
19	18	1
20	19	1
21	20	1
22	21	1
10	10	1
9	9	1
9	9	1
23	22	1
18	17	1
24	23	1
5	5	1
0	0	1
25	24	1
26	25	1
26	25	1
11	11	1
27	26	1
3	3	1
19	18	1
7	7	1
16	16	1
20	19	1
28	27	1
29	28	1
27	26	1
30	29	1
31	30	1
17	12	1
11	11	1
23	22	1
5	5	1
24	23	1
24	23	1
2	2	1
6	6	1
32	12	1
33	31	1
34	32	1
35	33	1
12	12	1
36	34	1
34	32	1
37	35	1
34	32	1
38	7	1
39	36	1
40	37	1
41	38	1
42	39	1
21	20	1
43	40	1
44	41	1
42	39	1
25	24	1
27	26	1
6	6	1
38	7	1
45	42	1
30	29	1
46	43	1
24	23	1
47	44	1
5	5	1
11	11	1
48	45	1
23	22	1
49	46	1
34	32	1
50	23	1
51	47	1
26	25	1
52	48	1
53	49	1
34	32	1
30	29	1
54	50	1
55	51	1
56	38	1
13	13	1
57	52	1
58	53	1
3	3	1
59	54	1
2	2	1
60	55	1
13	13	1
61	56	1
13	13	1
62	57	1
60	55	1
63	49	1
22	21	1
64	58	1
19	18	1
28	27	1
22	21	1
34	32	1
48	45	1
60	55	1
65	59	1
66	60	1
51	47	1
67	61	1
68	9	1
30	29	1
69	62	1
70	63	1
13	13	1
60	55	1
70	63	1
48	45	1
44	41	1
71	64	1
29	28	1
46	43	1
70	63	1
72	65	1
56	38	1
73	46	1
74	3	1
23	22	1
75	38	1
76	39	1
26	25	1
77	66	1
78	67	1
79	68	1
80	69	1
81	70	1
32	12	1
82	71	1
49	46	1
2	2	1
22	21	1
74	3	1
18	17	1
72	65	1
61	56	1
83	29	1
71	64	1
6	6	1
84	72	1
85	73	1
51	47	1
86	49	1
29	28	1
87	74	1
88	75	1
89	76	1
90	22	1
91	77	1
4	4	1
92	39	1
66	60	1
11	11	1
93	28	1
94	78	1
91	77	1
95	79	1
96	80	1
97	81	1
98	82	1
99	51	1
55	51	1
48	45	1
93	28	1
100	83	1
101	84	1
102	85	1
21	20	1
103	51	1
104	29	1
105	26	1
88	75	1
94	78	1
106	86	1
63	49	1
107	46	1
81	70	1
95	79	1
91	77	1
56	38	1
93	28	1
97	81	1
108	87	1
58	53	1
65	59	1
109	19	1
32	12	1
74	3	1
110	88	1
111	89	1
112	51	1
1	1	1
113	90	1
62	57	1
75	38	1
114	91	1
43	40	1
115	17	1
65	59	1
5	5	1
78	67	1
116	92	1
117	93	1
118	50	1
119	94	1
120	0	1
121	95	1
122	96	1
123	91	1
116	92	1
94	78	1
82	71	1
18	17	1
119	94	1
46	43	1
60	55	1
124	97	1
125	19	1
97	81	1
8	8	1
126	98	1
59	54	1
127	99	1
71	64	1
35	33	1
112	51	1
56	38	1
128	100	1
126	98	1
51	47	1
109	19	1
129	101	1
130	31	1
24	23	1
131	44	1
10	10	1
132	73	1
133	102	1
34	32	1
134	103	1
101	84	1
135	104	1
136	77	1
137	105	1
44	41	1
138	106	1
139	107	1
53	49	1
0	0	1
140	108	1
141	109	1
131	44	1
142	52	1
137	105	1
105	26	1
18	17	1
143	38	1
144	93	1
145	20	1
125	19	1
125	19	1
74	3	1
126	98	1
138	106	1
91	77	1
146	110	1
147	111	1
148	77	1
140	108	1
26	25	1
52	48	1
149	51	1
150	112	1
15	15	1
101	84	1
151	113	1
50	23	1
88	75	1
49	46	1
84	72	1
8	8	1
152	114	1
142	52	1
153	115	1
96	80	1
46	43	1
154	6	1
155	116	1
156	67	1
71	64	1
44	41	1
33	31	1
32	12	1
157	117	1
147	111	1
158	118	1
159	45	1
160	119	1
111	89	1
15	15	1
161	120	1
103	51	1
116	92	1
162	120	1
163	11	1
164	34	1
98	82	1
165	121	1
166	122	1
72	65	1
110	88	1
152	114	1
167	123	1
40	37	1
168	86	1
169	82	1
170	8	1
171	26	1
172	104	1
173	91	1
