0	0	1
0	0	1
1	0	1
2	0	1
3	0	1
1	0	1
0	0	1
1	0	1
4	0	1
0	0	1
5	0	1
1	0	1
3	0	1
6	0	1
7	0	1
3	0	1
8	0	1
9	0	1
10	1	1
11	0	1
2	0	1
2	0	1
11	0	1
12	2	1
12	3	1
10	4	1
4	0	1
0	0	1
13	5	1
10	4	1
8	0	1
14	6	1
15	7	1
9	0	1
16	0	1
5	0	1
17	8	1
10	1	1
17	9	1
17	0	1
2	0	1
8	0	1
18	10	1
0	0	1
17	9	1
19	0	1
14	11	1
15	12	1
15	12	1
10	1	1
20	0	1
14	11	1
21	0	1
22	13	1
19	0	1
23	14	1
15	12	1
24	3	1
4	0	1
8	0	1
6	0	1
15	15	1
25	0	1
23	14	1
15	16	1
10	17	1
16	0	1
13	5	1
15	18	1
25	0	1
13	5	1
17	12	1
18	19	1
10	4	1
26	20	1
17	0	1
22	13	1
11	0	1
12	3	1
12	21	1
20	0	1
27	22	1
15	23	1
28	0	1
24	24	1
10	4	1
23	25	1
12	26	1
15	27	1
15	18	1
26	28	1
6	0	1
29	0	1
17	29	1
2	0	1
15	30	1
15	0	1
28	0	1
15	31	1
30	32	1
23	14	1
15	33	1
10	17	1
15	30	1
15	34	1
15	31	1
10	4	1
22	35	1
18	36	1
12	2	1
12	37	1
14	4	1
22	0	1
0	0	1
24	38	1
20	0	1
12	39	1
22	35	1
14	4	1
13	5	1
31	40	1
17	41	1
32	40	1
30	42	1
15	23	1
2	0	1
33	43	1
4	0	1
34	40	1
35	40	1
25	0	1
36	0	1
15	44	1
30	45	1
17	9	1
30	46	1
5	0	1
15	44	1
15	47	1
37	40	1
38	48	1
8	0	1
39	49	1
15	12	1
40	40	1
41	40	1
2	0	1
42	50	1
15	51	1
43	49	1
44	40	1
29	0	1
2	0	1
37	40	1
45	40	1
46	40	1
29	0	1
47	40	1
18	19	1
15	27	1
15	27	1
48	40	1
0	0	1
24	24	1
14	52	1
49	40	1
15	47	1
47	40	1
12	21	1
50	40	1
27	22	1
51	40	1
52	40	1
37	40	1
15	51	1
46	40	1
14	6	1
15	42	1
53	53	1
30	54	1
54	40	1
55	55	1
23	56	1
39	49	1
56	40	1
57	40	1
47	40	1
18	19	1
18	19	1
12	21	1
58	40	1
30	57	1
59	40	1
41	40	1
3	0	1
15	33	1
46	58	1
51	40	1
15	59	1
9	0	1
29	0	1
60	60	1
61	40	1
62	40	1
55	40	1
15	27	1
50	40	1
15	15	1
15	44	1
63	40	1
29	0	1
15	15	1
64	61	1
14	4	1
65	62	1
17	9	1
15	23	1
11	0	1
34	40	1
30	63	1
66	40	1
67	40	1
68	40	1
17	0	1
46	58	1
23	25	1
46	58	1
60	60	1
21	0	1
69	40	1
27	22	1
70	40	1
71	40	1
30	64	1
22	13	1
29	0	1
57	40	1
38	48	1
72	40	1
30	46	1
14	65	1
73	40	1
42	50	1
74	40	1
75	40	1
76	40	1
77	40	1
46	40	1
13	5	1
23	14	1
22	13	1
78	40	1
46	40	1
79	60	1
26	66	1
80	40	1
69	40	1
81	40	1
14	11	1
82	40	1
30	67	1
30	57	1
83	40	1
37	40	1
84	40	1
85	40	1
46	40	1
20	0	1
86	40	1
87	40	1
30	68	1
30	69	1
26	70	1
30	27	1
88	40	1
89	40	1
60	60	1
15	31	1
90	40	1
2	0	1
80	40	1
91	40	1
67	40	1
92	40	1
93	40	1
94	37	1
12	39	1
95	71	1
96	40	1
32	40	1
14	11	1
97	40	1
98	40	1
99	40	1
80	40	1
100	40	1
101	40	1
102	40	1
103	40	1
96	72	1
104	40	1
27	22	1
105	40	1
106	40	1
17	0	1
18	19	1
10	4	1
97	40	1
15	33	1
77	40	1
107	40	1
108	40	1
109	40	1
15	30	1
52	40	1
90	71	1
110	40	1
111	40	1
29	0	1
112	40	1
113	40	1
17	0	1
114	40	1
115	40	1
16	0	1
96	40	1
22	35	1
107	40	1
114	40	1
24	24	1
116	40	1
1	0	1
117	40	1
13	5	1
17	0	1
115	55	1
63	40	1
118	40	1
15	33	1
26	20	1
119	73	1
56	40	1
120	40	1
26	28	1
4	60	1
22	13	1
26	20	1
121	73	1
31	40	1
26	20	1
122	40	1
47	40	1
15	7	1
115	55	1
30	69	1
88	40	1
67	40	1
